Group Labels	KO_TP_1	KO_TP_2	KO_TP_3	KO_TP_4	KO_TP_5	KO_baseline_1	KO_baseline_2	KO_baseline_3	KO_baseline_4	KO_baseline_5	WT_TP_1	WT_TP_2	WT_TP_3	WT_TP_4	WT_TP_5	WT_baseline_1	WT_baseline_2	WT_baseline_3	WT_baseline_4	WT_baseline_5
Q80V62	1884.6	2440.94	2041.18	1837.46	1974.8	5202.06	6567.81	5207.32	6661.5	4925.59	4851.68	3222.39	3417.38	3585.91	3144.1	6057.59	3925.99	4888.97	5337.88	6705.97
Q80V86	14716.3	13493.9	14131.5	13551.5	13172.1	14860.7	15199.6	13170.4	14643.4	12305.3	15053	18540.8	14871.4	17999.1	15539.4	14515.6	11808.4	15162.5	12846.3	13601.6
Q80V91	550.849	441.944	821.83		604.713	546.226	872.815	885.506	1059.93	1433.63	808.741		420.667	619.805		989.446	508.897	779.619	1051.09	992.685
Q80V94	3154.67	3361.27	3742.26	2995.39	3036.95	2846.12	2746	2546.23	3052.31	2895.91	5352.81	4199.74	3619.51	4291.48	3668.25	2273.46	2560.99	3098.12	3236.62	3497.98
Q80VA0-2	23790.4	22900.4	24137	22657.2	23076.1	17621.2	20069	19819	20639.2	16999.9	13232.1	16845.5	17076.9	18080.1	17162.4	15651.3	16065.8	15845.2	16817.9	15682.6
Q80VA5-4	250.225			251.609		179.399			230.508											
Q80VC6	4612.94	4879.57	5887.02	4378.01	5751.83	5086.23	4633.1	5592.49	4858.59	5793.98	5836.14	4210.94	5703.18	5696.56	5771.68	4740.79	4229.53	4740.94	4235.98	5319.62
Q80VC9-10	1252.12	745.346	862.07	1358.23	923.068	995.904	608.398	559.273	855.299	1067.47	1686.85	1140.24	743.277	1365.04	1029.31	719.704	790.909	927.746	721.087	560.544
Q80VD1	26944.3	23592	23999.3	24041.1	22513.5	25057.3	28192.9	23214	21805.3	24632.3	26287.3	23936.9	24020.6	22606.7	22790.2	29799.6	25903.1	21424.9	23109.7	24206.1
Q80VE5	1564.66	1512.84	2025.86	2151.41	3203.92	1828.31	698.405	1991.19	1775.94	1201.23	2348.78	1871.34	2348.69	1838.72	1536.84	1712.54	2270.74	2186.62	1825.72	2937.3
Q80VI1	21647	19039	23455.7	21174.6	18790.8	20780.6	22158.8	22377	20590.4	21331.4	23239.7	22040.8	21780.8	24103.5	24658	21760.9	20621.6	23559.2	23277.2	22848.3
Q80VJ2	10154.3	8683.47	11596.6	10369.1	10505	7800.15	5623.93	8979.64	9176.78	9373.06	28270.1	17021.8	16927	17555	15392.1	10424.5	9353.63	12975.6	11649.8	11032.4
Q80VJ3	47825.2	41610.6	40552.8	46779.7	36092.3	28753.9	25596.2	30212.4	28942.6	31890.9	52868.9	45514.1	39996.1	38643.7	39271.8	33720.7	29565.3	33983.1	29032.4	29780.7
Q80VN4	7818.7	6216.18	7269.59	7146.65	3750.45	5228.56	6331.59	5406.1	6205.24	5474.06	4288.14	6463.08	4524.43	6454.49	7094.41	4366.85	6705.19	6538.33	7079.25	5441.74
Q80VP0-2	3331.33	2953.63	3911.32	3273.31	2720.83	2948.95	3474.65	2977.74	2877.91	2651.42	5331.32	4783.02	4316.12	5005.81	4328.86	3088.59	3198.23	3764.66	3250.51	3995.72
Q80VP1-2	9020.83	7927.93	8326.75	8972.37	8929.08	5913.04	4542.62	5842.64	6993.34	5944.14	10828.7	10132	10363.5	9891.49	8498.25	8117.86	5317.42	7159.86	6015.74	6082.91
Q80VP8	2194.69	1520.74	1769.52	2106.41	696.568	1073.79	1063.02	1232.77	1368.9	775.593	769.762	1695.94	1155.72	3344.8	886.251	959.563	596.166	887.809	1089.83	468.773
Q80VQ1	1955.58	1710.64	2260.47	2126.17	1564.02	1390.99	1395.16	1291.72	2029.55	1329.68	2386.38	2318.82	1902.49	2327.53	2969.15	1596.26	1106.83	1565.64	1730.5	2844.25
Q80VY9	7514.92	7233.65	9079.21	7472.53	8227.77	12573.6	13824.8	14198	12556.8	14521.4	5271.53	5936.09	6027.8	4872.41	6321.24	11591.3	12175	12118.3	11804.7	11962
Q80W00-2	12508.2	12527	14419.3	12288	13205.7	14753.1	15093.3	15376.9	15948.7	14916.5	13626.1	14373.5	15758.5	15583.9	14353.2	13954.6	12241.6	14172.7	13714.6	14586.8
Q80W14-3	1538.36	1557.75	1590.16	1079.15	638.183	1971.09	2101.14	1540.03	1923.22	1785.24	1609.27	1307.7	1237.26	2120.98	1290.39	1274.65	867.838	1783.9	1214.51	1737.33
Q80W37	5699.21	6248.85	4949.47	4350.2	7166.38	4693.71	5216.1	4123.58	5162.47	3807.15	8057.46	7233.13	8029.48	5615.17	6063.66	4664.82	5184.34	3686.31	4467.26	4588.97
Q80W47	23653.9	22483.3	25295.1	24950.4	21818.7	27514.8	30524.6	29463.2	30965.7	29089.7	31791.5	27254.5	28228.5	28316.7	29235.4	26767.3	31182.2	29446.5	30422.3	33533
Q80W54	68358.4	68933.4	75575.6	79611.5	73950.3	46942.4	54130.6	60533.4	59251.9	53103.2	36504.9	52141.1	48966.7	60947.7	50590.2	36562.3	40432.4	44637.9	51402.8	49387.5
Q80W65	1007.73		1320.36	1238.62	1041.64	2967.32	3088.68	2222.05	2122.28	2663.12			1266.94	1527.12		2157.37	1689.04	3043.29	3092.05	2435.32
Q80W88-2	1155.04	1121.07	1425.9	1316.67		1209.25	844.043		1967.12	967.526	932.119	1277.48	1819.36	1215.42	940.393	1420.1	928.128	1507.6		1093.84
Q80W94			1064.11		974.576		528.156		746.972		429.905	717.704	659.79	894.903	718.066	732.917		611.388	831.872	453.493
Q80WB5	4228.56	3092.95	4472.31	4339.76	3253.1	3142.73	2556.92	3671.58	3801.82	4545.18	8525.96	7185.98	8183.02	8016.54	8194.76	4275.22	5323.7	9651.07	7629.13	5872.6
Q80WC1-2	8442.47	7149.02	8582.56	9068.7	5570.27	11028.3	10894.5	11578	9806.28	9981.5	10532.4	11163.1	11073.2	9628.68	13091.3	12175.4	10909.2	10754.7	10341.1	11306.2
Q80WC7-2	4904.97	4609.87	6968.02	6020.28	4551.01	5854.4	6701.11	6491.86	8135.65	7906.29	14488.3	12406.6	9443.49	14399.4	11357.6	6979.58	7620.46	9959.63	10808.1	9209.5
Q80WE4-3	3003.39	2572.01	2948.26	2528.58	2567.03	5555.51	5419.31	6174.45	5446.6	6065.79	7776.06	7039.37	7269.16	7791.91	7279.13	5454.81	6312.28	5855.3	6184.56	6632.52
Q80WG5	5245.14	5324.82	5514.04	4925.84	4999.55	3985.01	4921.25	4398.22	4021.39	2819.25	4892.72	7022.92	5893.83	7494.61	5140.91	4239.19	3379.99	4104.57	3580.11	4528.68
Q80WJ7	99940.9	97622.8	97048.6	96127.7	94180.6	94111.9	99434.2	91976.2	98803	91062	109589	117231	119937	116774	124609	132474	126638	120659	120880	127860
Q80WQ2	11332.6	8934.84	11999.6	10840.6	9468.24	10937.5	11797.1	10491.7	11088.1	11006.6	12304.5	11173.1	9294.99	10856.6	9653.12	12688.7	11131.6	15002.9	12636.7	13759.7
Q80WQ8			731.091		1100.52	1573.06	1978.37	1469.95	1235.1	1358.68	1777.74	2570.47	3000.62	2790.08	2755.67	2882.51	2032.44	2696.19	2454.94	2513.54
Q80WQ9					633.366	1527.36	1168.6	930.092	1369.89	1184.43	940.997	1555.89	776.049	1393.61	1031.43	1299.96	1490.54	1746.7	2068.2	1840.05
Q80WR5	2031.67	1868.88	2316.57	3343.07	1743.08	1985.21	2787.09	3411.4	2984.38	2445.93	4374.64	6983.41	10591	4830.33	4612.29	3726.17	3005.5	2617.47	3978.05	3361.83
Q80WS3	3072.73	2407.17		3863.58	1503.2	2235.19	2964.78	3850.37	2678.53	3900.02		2723.72	1713.82	2197.19	3615.91	1257.44	2053.96	2314.22	3720.84	3137.49
Q80WT5-2	4507.48	4605.16	5186.18	4274.29	4425.67	5187.96	4812.3	4563.87	4979.45	5012.32	7677.76	5767.47	6612.65	7287.25	5737.9	4714.36	4879.85	5673.92	4786.44	4986.9
Q80WW9	10980.4	11139.2	11553.9	11236.4	9077.63	7637.43	8446.55	8028.88	9686.73	7271.15	8428.08	9220.62	9044.36	9285.4	9888.43	7039.07	7325.67	9838.12	8710.18	9636.39
Q80X32	1914.9	2499.67	2010.25	2163.73	1480.06	2566.31	1976.1	2438.43	2398.27	2433.49	3447.68	3997.03	4462.42	3239.23	4282.14	2800.38	3200.87	3081.4	3075.75	3647.17
Q80X41-3	70558.2	69082.5	68253.9	63724.7	77642.2	105755	121291	101717	103833	82283.8	78087.4	102814	99668.8	94201.3	86190.2	119510	102599	104568	104689	103719
Q80X50-2	24213.6	23941.1	26521.1	28032.9	18897.3	28108.6	29789.1	36311.7	28137.9	33329.2	55824	29337.8	19970.6	28258.5	27339.2	34509.7	35401.5	47315.2	48925.7	32524.1
